"Employee ID";"First Name";"Last Name";"StartDate";"ExitDate";"Supervisor";"EmployeeType";"Termination";"Department";"State";"Job Role";"Gender";"Race";"Marital status";"Performance Score";"Current Employee Rating";"rownum";"attrition flag"
2438;"Humberto";"Rocha";"2022-03-13";"";"Melanie Mullins";"Contract";"Unk";"Production       ";"MA";"Operator";"Female";"Black";"Divorced";"Fully Meets";5;1;0
2439;"Cordell";"Vazquez";"2021-08-21";"";"Paula Henderson";"Contract";"Unk";"Production       ";"MA";"Engineer";"Female";"White";"Single";"Fully Meets";5;1;0
2440;"Teagan";"Fletcher";"2021-05-15";"";"Beverly Dennis";"Contract";"Unk";"Production       ";"MA";"Laborer";"Male";"Other";"Divorced";"Fully Meets";1;1;0
2441;"Camden";"Mcclure";"2021-07-14";"";"Barry Mcfarland";"Contract";"Unk";"Production       ";"MA";"Recruiter";"Male";"Hispanic";"Married";"Fully Meets";2;1;0
2442;"Larissa";"Garza";"2023-01-31";"2023-06-22";"Sandra Manning";"Contract";"Resignation";"Production       ";"MA";"Vp";"Female";"Black";"Divorced";"Fully Meets";1;1;1
2443;"Camron";"Jenkins";"2020-07-27";"";"Jennifer Lamb";"Part-Time";"Unk";"Production       ";"MA";"Foreman";"Female";"White";"Widowed";"Fully Meets";1;1;0
2444;"America";"Buchanan";"2023-04-16";"";"Jacob Berry";"Part-Time";"Unk";"IT/IS";"MA";"Traffic";"Female";"Black";"Single";"Fully Meets";4;1;0
2445;"Avery";"Koch";"2019-12-30";"";"Kelly Mercer";"Contract";"Unk";"Production       ";"MA";"Technician";"Female";"Asian";"Widowed";"Fully Meets";2;1;0
2446;"Devan";"Hall";"2021-12-06";"2023-01-11";"Wendy James";"Contract";"Involuntary";"Production       ";"MA";"Manager";"Male";"Black";"Divorced";"Fully Meets";5;1;1
2447;"Jensen";"Mccullough";"2020-02-02";"2022-03-06";"Eric Miller";"Full-Time";"Voluntary";"Production       ";"MA";"Administrative";"Female";"White";"Widowed";"Fully Meets";4;1;1
2448;"Kristin";"Hickman";"2020-10-23";"2021-03-14";"Doris Boyd";"Full-Time";"Voluntary";"Production       ";"MA";"Specialist";"Female";"Asian";"Single";"Fully Meets";4;1;1
2449;"Chana";"Fox";"2020-04-29";"2021-07-10";"Desiree Blair";"Part-Time";"Retirement";"Production       ";"MA";"Lineman";"Female";"Hispanic";"Single";"Fully Meets";4;1;1
2450;"Vivian";"Bright";"2022-08-18";"2022-09-24";"Angela Chapman";"Full-Time";"Resignation";"Production       ";"MA";"Lineman";"Male";"Asian";"Single";"Fully Meets";1;1;1
2451;"Rosa";"Rosales";"2020-09-08";"";"Carol Allen";"Contract";"Unk";"Production       ";"MA";"Supervisor";"Male";"Black";"Married";"Fully Meets";5;1;0
2452;"Fabian";"Mullins";"2022-10-14";"";"Michael Cortez";"Full-Time";"Unk";"Production       ";"MA";"Vp";"Male";"Asian";"Married";"Fully Meets";2;1;0
2453;"Mila";"Poole";"2023-05-13";"";"Erin Abbott";"Full-Time";"Unk";"Production       ";"MA";"Laborer";"Male";"Other";"Widowed";"Fully Meets";1;1;0
2454;"Callum";"Mccormick";"2021-02-28";"";"David Russell";"Full-Time";"Unk";"Production       ";"MA";"Engineer";"Female";"Asian";"Married";"Fully Meets";5;1;0
2455;"Jakob";"Luna";"2020-03-03";"";"Raymond Robinson";"Full-Time";"Unk";"Production       ";"MA";"Specialist";"Female";"Hispanic";"Single";"Fully Meets";2;1;0
2456;"Odin";"Sampson";"2021-11-29";"";"Anthony Luna";"Full-Time";"Unk";"Production       ";"MA";"Laborer";"Male";"Asian";"Single";"Fully Meets";5;1;0
2457;"George";"Meyers";"2018-08-24";"";"David Fox";"Part-Time";"Unk";"Production       ";"MA";"Groundman";"Male";"Hispanic";"Single";"Fully Meets";2;1;0
2458;"Angelica";"Gamble";"2020-10-21";"2022-03-24";"Robert Conway";"Part-Time";"Voluntary";"Production       ";"MA";"Technician";"Male";"Other";"Widowed";"Fully Meets";2;1;1
2459;"Bradyn";"Pham";"2020-12-15";"2021-06-24";"Sarah Kennedy";"Full-Time";"Retirement";"Production       ";"RI";"Laborer";"Female";"Asian";"Married";"Fully Meets";4;1;1
2460;"Konner";"Pierce";"2018-09-05";"2023-01-27";"Kathryn Chen";"Contract";"Retirement";"IT/IS";"MA";"Controller";"Female";"White";"Widowed";"Fully Meets";2;1;1
2461;"Tucker";"Haas";"2021-09-27";"";"Billy Waters";"Part-Time";"Unk";"Admin Offices";"MA";"Splicer";"Male";"Black";"Divorced";"Fully Meets";5;1;0
2462;"Lainey";"York";"2020-01-09";"2021-01-27";"Miranda Webb";"Part-Time";"Voluntary";"Production       ";"MA";"Foreman";"Female";"White";"Married";"Fully Meets";2;1;1
2463;"Ava";"Chan";"2018-12-06";"";"Elizabeth Cook";"Part-Time";"Unk";"Production       ";"MA";"Engineer";"Female";"Hispanic";"Widowed";"Fully Meets";4;1;0
2464;"Marquise";"Pacheco";"2022-08-11";"";"Lindsay Nguyen";"Full-Time";"Unk";"Production       ";"MA";"Technician";"Male";"White";"Widowed";"Fully Meets";2;1;0
2465;"Callum";"Miles";"2020-04-13";"2021-06-26";"Heidi Mann";"Contract";"Retirement";"Production       ";"MA";"Laborer";"Female";"White";"Single";"Fully Meets";2;1;1
2466;"Natasha";"Valdez";"2021-11-14";"2023-01-22";"Matthew Hull";"Contract";"Voluntary";"Production       ";"MA";"Engineer";"Female";"White";"Widowed";"Fully Meets";2;1;1
2467;"Talia";"Barrett";"2022-03-17";"2023-06-23";"Ryan Wise";"Full-Time";"Involuntary";"Production       ";"MA";"Engineer";"Female";"Other";"Married";"Fully Meets";5;1;1
2468;"Kailyn";"Torres";"2019-05-06";"";"Justin Cook";"Part-Time";"Unk";"Production       ";"MA";"Laborer";"Male";"Hispanic";"Married";"Fully Meets";5;1;0
2469;"Uriah";"Pennington";"2021-11-27";"2023-06-22";"Heather Liu";"Part-Time";"Involuntary";"Production       ";"MA";"Supervisor";"Male";"Hispanic";"Divorced";"Fully Meets";4;1;1
2470;"Cesar";"Hunter";"2021-02-09";"";"Dustin Carroll";"Full-Time";"Unk";"Production       ";"MA";"Laborer";"Male";"Asian";"Single";"Fully Meets";5;1;0
2471;"Brianna";"Hurley";"2022-01-06";"";"Cindy Riley";"Part-Time";"Unk";"Production       ";"MA";"Engineer";"Male";"Other";"Divorced";"Fully Meets";2;1;0
2472;"Ariel";"May";"2023-07-28";"";"Gary Davis";"Full-Time";"Unk";"Production       ";"MA";"Foreman";"Female";"Asian";"Married";"Fully Meets";2;1;0
2473;"Anastasia";"Hardy";"2021-03-27";"2022-06-23";"Alexa Powell";"Contract";"Involuntary";"Production       ";"MA";"Administrative";"Male";"Hispanic";"Single";"Fully Meets";4;1;1
2474;"Aliana";"Blake";"2023-03-12";"2023-06-02";"Amber Ross";"Contract";"Involuntary";"Production       ";"MA";"Technician";"Male";"Black";"Married";"Fully Meets";4;1;1
2475;"Houston";"Burnett";"2022-10-05";"2022-12-17";"Gabriel Fitzgerald";"Part-Time";"Retirement";"Production       ";"MA";"Splicer";"Male";"White";"Single";"Fully Meets";4;1;1
2476;"Case";"Conley";"2021-10-01";"2023-06-21";"Ryan Thompson";"Part-Time";"Voluntary";"Executive Office";"MA";"Runner";"Male";"Other";"Single";"Fully Meets";2;1;1
2477;"Trevin";"Shannon";"2022-01-31";"";"Timothy Spencer";"Contract";"Unk";"Sales";"RI";"Laborer";"Female";"Asian";"Divorced";"Fully Meets";2;1;0
2478;"Braden";"Nicholson";"2020-06-01";"";"Andrew Fleming";"Full-Time";"Unk";"Production       ";"RI";"Flagger";"Female";"White";"Single";"Fully Meets";5;1;0
2479;"Mireya";"Sutton";"2023-04-18";"2023-05-17";"Edward Ross";"Contract";"Involuntary";"IT/IS";"MA";"Laborer";"Female";"Hispanic";"Divorced";"Fully Meets";4;1;1
2480;"Jason";"Foss";"2020-07-25";"";"Renee Johnson";"Part-Time";"Unk";"IT/IS";"MA";"Technician";"Male";"White";"Widowed";"Fully Meets";2;1;0
2481;"Simon";"Roup";"2018-12-12";"";"Thomas Kim";"Full-Time";"Unk";"IT/IS";"MA";"Lineman";"Male";"Black";"Divorced";"Fully Meets";1;1;0
2482;"Eric";"Dougall";"2018-09-01";"2022-06-20";"Erin Jones";"Contract";"Voluntary";"IT/IS";"MA";"Manager";"Male";"Black";"Married";"Fully Meets";4;1;1
2483;"Peter";"Monroe";"2019-11-24";"";"Amy Palmer";"Part-Time";"Unk";"IT/IS";"MA";"Engineer";"Male";"Black";"Divorced";"Fully Meets";2;1;0
2484;"Brian";"Champaigne";"2021-12-26";"";"Natalie Liu";"Part-Time";"Unk";"IT/IS";"MA";"Laborer";"Male";"Black";"Single";"Fully Meets";4;1;0
2485;"Alex";"Sweetwater";"2020-03-04";"2021-09-08";"Regina Becker";"Part-Time";"Retirement";"Software Engineering";"MA";"Supervisor";"Male";"White";"Widowed";"Fully Meets";4;1;1
2486;"Ricardo";"Ruiz";"2020-05-03";"";"Timothy Jackson";"Part-Time";"Unk";"IT/IS";"MA";"Coordinator";"Male";"Black";"Married";"Fully Meets";5;1;0
2487;"Leo";"Cooper";"2019-07-20";"";"Laura Avila";"Part-Time";"Unk";"IT/IS";"MA";"Laborer";"Male";"White";"Single";"Fully Meets";4;1;0
2488;"Braedon";"Welch";"2022-05-26";"2022-10-05";"Angela Mcdonald";"Contract";"Resignation";"IT/IS";"MA";"Tower Hand";"Male";"Other";"Married";"Fully Meets";1;1;1
2489;"Graham";"Villa";"2021-07-24";"";"Michael Johnson";"Contract";"Unk";"IT/IS";"MA";"Technician";"Male";"Hispanic";"Single";"Fully Meets";5;1;0
2490;"Kyle";"Ali";"2021-09-27";"";"Carmen Patterson";"Contract";"Unk";"IT/IS";"MA";"Laborer";"Male";"Other";"Widowed";"Fully Meets";4;1;0
2491;"Giovanna";"Romero";"2019-04-07";"";"Thomas Smith";"Contract";"Unk";"Software Engineering";"MA";"Flagger";"Male";"Black";"Single";"Fully Meets";1;1;0
2492;"Natalya";"Norman";"2019-07-20";"";"Catherine Peterson";"Full-Time";"Unk";"Software Engineering";"MA";"Laborer";"Male";"White";"Married";"Fully Meets";2;1;0
2493;"Connor";"Carrillo";"2022-12-03";"2023-06-29";"Thomas Green";"Contract";"Retirement";"Software Engineering";"MA";"Driller";"Male";"Black";"Divorced";"Fully Meets";4;1;1
2494;"Owen";"Burch";"2020-04-04";"2022-11-10";"Dawn Foley";"Contract";"Retirement";"IT/IS";"MA";"Laborer";"Male";"Asian";"Married";"Fully Meets";4;1;1
2495;"Abel";"Bush";"2020-03-08";"2023-02-26";"John Jones";"Contract";"Resignation";"IT/IS";"MA";"Engineer";"Male";"Black";"Married";"Fully Meets";1;1;1
2496;"Selina";"Mullins";"2020-09-28";"2023-03-27";"Brian Thompson";"Part-Time";"Retirement";"IT/IS";"MA";"Operator";"Male";"Other";"Single";"Fully Meets";2;1;1
2497;"Marilyn";"Chaney";"2021-07-14";"2022-08-09";"Angel Howard";"Full-Time";"Voluntary";"IT/IS";"MA";"Technician";"Male";"White";"Single";"Fully Meets";4;1;1
2498;"Camron";"Keller";"2019-10-17";"2020-03-21";"Joseph Bowen";"Full-Time";"Involuntary";"IT/IS";"MA";"Foreman";"Female";"Asian";"Divorced";"Fully Meets";4;1;1
2499;"Ali";"Benjamin";"2023-04-08";"2023-06-09";"Micheal Moreno";"Contract";"Resignation";"Software Engineering";"MA";"Manager";"Male";"Asian";"Married";"Fully Meets";4;1;1
2500;"Annabelle";"Frederick";"2019-07-25";"";"John Vaughn";"Full-Time";"Unk";"Software Engineering";"MA";"Laborer";"Male";"Hispanic";"Married";"Fully Meets";2;1;0
2501;"Joy";"Sellers";"2022-12-25";"";"Jennifer Graves";"Full-Time";"Unk";"Software Engineering";"MA";"Manager";"Male";"Black";"Divorced";"Fully Meets";2;1;0
2502;"Charlie";"Brady";"2019-01-27";"";"Sandra Rodriguez";"Part-Time";"Unk";"Software Engineering";"MA";"Supervisor";"Male";"White";"Divorced";"Fully Meets";2;1;0
2503;"Ally";"Goodman";"2021-12-26";"2022-01-29";"Sean Wong";"Contract";"Voluntary";"IT/IS";"MA";"Clerk";"Male";"White";"Married";"Fully Meets";5;1;1
2504;"Vanessa";"Zuniga";"2023-01-12";"";"Nathan Espinoza";"Full-Time";"Unk";"IT/IS";"MA";"Engineer";"Male";"Black";"Single";"Fully Meets";4;1;0
2505;"Carleigh";"Hendricks";"2019-07-02";"";"Kyle Day";"Contract";"Unk";"IT/IS";"MA";"Tester";"Male";"Asian";"Single";"Fully Meets";1;1;0
2506;"Trey";"Johnston";"2022-06-30";"";"Jacob Robinson";"Full-Time";"Unk";"IT/IS";"MA";"Groundman";"Male";"White";"Single";"Fully Meets";5;1;0
2507;"Adalyn";"Hess";"2023-01-05";"2023-01-14";"Kimberly Moore";"Part-Time";"Resignation";"IT/IS";"MA";"Foreman";"Female";"White";"Single";"Fully Meets";5;1;1
2508;"Selina";"Tapia";"2018-11-18";"";"Kelsey Cochran";"Full-Time";"Unk";"IT/IS";"MA";"Technician";"Male";"Other";"Single";"Fully Meets";5;1;0
2509;"Madeleine";"Paul";"2020-09-21";"2021-10-16";"Abigail Reynolds";"Part-Time";"Involuntary";"Software Engineering";"MA";"Engineer";"Female";"Hispanic";"Married";"Fully Meets";2;1;1
2510;"Ronald";"Lamb";"2019-11-25";"2023-02-24";"Mitchell Oliver";"Contract";"Retirement";"Software Engineering";"MA";"Lineman";"Male";"Asian";"Single";"Fully Meets";1;1;1
2511;"Ernesto";"Beltran";"2021-02-05";"2023-02-12";"Edwin Sparks";"Full-Time";"Involuntary";"Software Engineering";"MA";"Technician";"Male";"Asian";"Single";"Fully Meets";4;1;1
2512;"Lawrence";"Obrien";"2023-04-16";"2023-05-25";"Pamela Robbins";"Part-Time";"Retirement";"Software Engineering";"MA";"Laborer";"Male";"Hispanic";"Widowed";"Fully Meets";4;1;1
2513;"Trinity";"Estes";"2021-08-19";"2022-02-16";"Laura Goodman";"Full-Time";"Involuntary";"IT/IS";"MA";"Engineer";"Male";"Asian";"Divorced";"Fully Meets";2;1;1
2514;"Amina";"Bush";"2022-01-14";"";"Jeffrey Frazier";"Part-Time";"Unk";"IT/IS";"MA";"Engineer";"Male";"White";"Single";"Fully Meets";1;1;0
2515;"Mayra";"Lynn";"2018-09-11";"";"Michael Perez";"Contract";"Unk";"IT/IS";"MA";"Administrator";"Male";"Hispanic";"Single";"Fully Meets";4;1;0
2516;"Ally";"Brennan";"2022-02-18";"";"Robert Cannon";"Full-Time";"Unk";"IT/IS";"MA";"Laborer";"Male";"Hispanic";"Widowed";"Fully Meets";5;1;0
2517;"Alina";"Benson";"2019-12-01";"2023-01-25";"Mario Ellis";"Full-Time";"Retirement";"IT/IS";"MA";"Laborer";"Male";"Asian";"Single";"Fully Meets";2;1;1
2518;"Rebekah";"Delacruz";"2021-02-28";"2022-07-31";"Christina Barnes";"Full-Time";"Voluntary";"IT/IS";"MA";"Laborer";"Male";"White";"Widowed";"Fully Meets";4;1;1
2519;"Melody";"Wright";"2021-11-13";"";"Julia Johnson";"Part-Time";"Unk";"Software Engineering";"MA";"Splicer";"Female";"White";"Married";"Fully Meets";4;1;0
2520;"Richard";"Oconnell";"2020-09-27";"";"Kristin Andrews";"Part-Time";"Unk";"Software Engineering";"MA";"Coordinator";"Male";"Asian";"Divorced";"Fully Meets";1;1;0
2521;"Olivia";"Goodman";"2022-09-03";"";"Kim Murphy";"Contract";"Unk";"Software Engineering";"MA";"Engineer";"Male";"White";"Divorced";"Fully Meets";1;1;0
2522;"Zaniyah";"Parks";"2020-10-09";"2021-11-09";"Jeffrey Santana";"Full-Time";"Voluntary";"IT/IS";"MA";"Driller";"Male";"Other";"Married";"Fully Meets";4;1;1
2523;"Maximilian";"Williamson";"2021-11-06";"";"Elizabeth Pope";"Full-Time";"Unk";"IT/IS";"MA";"Lineman";"Male";"Hispanic";"Single";"Fully Meets";5;1;0
2524;"Serena";"Barajas";"2023-06-24";"";"Sheila Estrada";"Contract";"Unk";"IT/IS";"MA";"Manager";"Male";"Black";"Married";"Fully Meets";1;1;0
2525;"Larry";"Novak";"2021-09-15";"2023-07-02";"Zachary Higgins";"Full-Time";"Retirement";"Sales";"MA";"Lineman";"Male";"Other";"Married";"Fully Meets";2;1;1
2526;"Kadyn";"Marsh";"2022-10-14";"";"Anthony Harris";"Contract";"Unk";"IT/IS";"MA";"Engineer";"Female";"Other";"Single";"Fully Meets";1;1;0
2527;"Nylah";"Hood";"2019-07-22";"";"Brenda Salas";"Full-Time";"Unk";"IT/IS";"MA";"Project Manager";"Male";"Asian";"Married";"Fully Meets";2;1;0
2528;"Rigoberto";"Allen";"2023-03-20";"2023-05-06";"Melvin Mitchell";"Part-Time";"Retirement";"IT/IS";"MA";"Coordinator";"Male";"White";"Married";"Fully Meets";1;1;1
2529;"Gabriella";"Clements";"2022-05-02";"";"Angela Boyle";"Full-Time";"Unk";"Software Engineering";"MA";"Operator";"Female";"Other";"Single";"Fully Meets";2;1;0
2530;"Hana";"Lucero";"2022-10-20";"2023-07-07";"Mr. John Long";"Part-Time";"Retirement";"Software Engineering";"MA";"Attendant";"Male";"White";"Divorced";"Fully Meets";2;1;1
2531;"Luciana";"Gill";"2023-07-24";"2023-07-29";"Mary Thomas";"Part-Time";"Voluntary";"Software Engineering";"MA";"Manager";"Male";"Black";"Widowed";"Fully Meets";2;1;1
2532;"Demetrius";"Cooley";"2020-07-18";"";"Lisa Holloway DDS";"Contract";"Unk";"IT/IS";"MA";"Technician";"Male";"Other";"Widowed";"Fully Meets";4;1;0
2533;"Chandler";"Reynolds";"2021-05-05";"";"Lauren Baker";"Full-Time";"Unk";"IT/IS";"MA";"Technician";"Male";"White";"Divorced";"Fully Meets";1;1;0
2534;"Iyana";"Benjamin";"2019-04-15";"2021-05-23";"Scott Moore";"Part-Time";"Retirement";"IT/IS";"MA";"Coordinator";"Male";"Other";"Divorced";"Fully Meets";1;1;1
2535;"Antoine";"Haney";"2020-08-24";"2023-05-02";"David Roberts";"Contract";"Resignation";"Sales";"MA";"Engineer";"Male";"Other";"Single";"Fully Meets";2;1;1
2536;"Alfred";"Rivas";"2022-12-31";"";"Randy Thomas";"Contract";"Unk";"Sales";"MA";"Driller";"Male";"Hispanic";"Married";"Fully Meets";2;1;0
2537;"Darien";"Sawyer";"2022-09-18";"2023-06-07";"James Bradley";"Full-Time";"Involuntary";"IT/IS";"MA";"Tower Hand";"Female";"White";"Single";"Fully Meets";2;1;1
2538;"Isaias";"Pineda";"2019-09-14";"";"Ebony Shepard";"Full-Time";"Unk";"IT/IS";"MA";"Groundman";"Female";"Hispanic";"Single";"Fully Meets";5;1;0
2539;"Casey";"Bradford";"2019-03-19";"";"Michael Johnson";"Part-Time";"Unk";"IT/IS";"MA";"Foreman";"Male";"Black";"Married";"Fully Meets";2;1;0
2540;"London";"Bautista";"2022-10-18";"2023-01-10";"Caroline Brooks";"Contract";"Resignation";"Software Engineering";"MA";"Svp";"Female";"Black";"Divorced";"Fully Meets";4;1;1
2541;"Kayleigh";"Davenport";"2022-07-31";"";"Pamela Stone";"Full-Time";"Unk";"Software Engineering";"MA";"Engineer";"Female";"Other";"Married";"Fully Meets";1;1;0
2542;"Koen";"Flores";"2023-03-06";"";"Amanda Nguyen";"Part-Time";"Unk";"Software Engineering";"MA";"Engineer";"Male";"Black";"Single";"Fully Meets";4;1;0
2543;"Ernest";"Finley";"2019-01-30";"2021-03-22";"Kenneth Berry";"Full-Time";"Resignation";"Software Engineering";"MA";"Operator";"Male";"White";"Divorced";"Fully Meets";2;1;1
2544;"Wade";"Hernandez";"2023-05-22";"2023-07-12";"Julie Howard";"Full-Time";"Voluntary";"IT/IS";"MA";"Laborer";"Male";"White";"Married";"Fully Meets";1;1;1
2545;"Odin";"Key";"2018-12-22";"";"Michael Whitehead";"Contract";"Unk";"IT/IS";"MA";"Coordinator";"Male";"Hispanic";"Widowed";"Fully Meets";4;1;0
2546;"Deven";"Huff";"2022-11-08";"";"Martin Obrien";"Part-Time";"Unk";"IT/IS";"MA";"Clerk";"Male";"Other";"Married";"Fully Meets";4;1;0
2547;"Kenna";"Simon";"2021-07-03";"";"Katherine Morgan";"Full-Time";"Unk";"Sales";"MA";"Laborer";"Male";"Hispanic";"Widowed";"Fully Meets";4;1;0
2548;"Luz";"Garza";"2018-11-14";"2021-07-08";"Brittany Johnson";"Contract";"Resignation";"IT/IS";"MA";"Manager";"Female";"Other";"Divorced";"Fully Meets";1;1;1
2549;"Tristan";"Reed";"2021-09-18";"";"Robert Wilkerson";"Contract";"Unk";"IT/IS";"MA";"Project Manager";"Female";"White";"Divorced";"Fully Meets";5;1;0
2550;"Beckett";"Beck";"2020-11-19";"2021-11-03";"Mark Cole";"Contract";"Involuntary";"Software Engineering";"MA";"Flagger";"Female";"White";"Widowed";"Fully Meets";5;1;1
2551;"Coby";"Giles";"2023-05-04";"2023-07-02";"Edwin Chen";"Full-Time";"Voluntary";"Software Engineering";"MA";"Manager";"Female";"Other";"Widowed";"Fully Meets";1;1;1
2552;"Jalen";"Jennings";"2023-01-21";"";"Nathan Vazquez";"Full-Time";"Unk";"Software Engineering";"MA";"Foreman";"Male";"White";"Single";"Fully Meets";5;1;0
2553;"Ralph";"Barrera";"2022-08-19";"2023-01-18";"William Brown";"Contract";"Resignation";"IT/IS";"MA";"Laborer";"Male";"Other";"Divorced";"Fully Meets";2;1;1
2554;"Shania";"Caldwell";"2022-07-18";"2023-05-09";"Dylan Brown";"Part-Time";"Voluntary";"IT/IS";"MA";"Engineer";"Male";"Hispanic";"Widowed";"Fully Meets";1;1;1
2555;"Colby";"Horne";"2019-08-14";"2021-05-13";"Victoria Munoz";"Full-Time";"Resignation";"IT/IS";"MA";"Foreman";"Male";"Other";"Widowed";"Fully Meets";2;1;1
2556;"Kaiden";"Cunningham";"2020-12-10";"2022-05-30";"John Smith";"Part-Time";"Voluntary";"Sales";"MA";"Manager";"Male";"White";"Married";"Fully Meets";2;1;1
2557;"Davion";"Vasquez";"2019-09-20";"";"Jo Ruiz";"Full-Time";"Unk";"IT/IS";"MA";"Engineer";"Female";"Black";"Married";"Fully Meets";2;1;0
2558;"Maeve";"Gordon";"2021-11-19";"2021-12-27";"Ernest Jones";"Full-Time";"Involuntary";"Software Engineering";"MA";"Operator";"Female";"Asian";"Widowed";"Fully Meets";4;1;1
2559;"Monserrat";"Ferguson";"2022-04-29";"";"James Gibson";"Part-Time";"Unk";"Software Engineering";"MA";"Technician";"Male";"White";"Widowed";"Fully Meets";1;1;0
2560;"Nathan";"Schmitt";"2021-06-30";"2021-07-28";"Sarah Campbell";"Part-Time";"Voluntary";"IT/IS";"MA";"Vp";"Male";"Black";"Widowed";"Fully Meets";4;1;1
2561;"Ashly";"Mullen";"2021-07-15";"";"Melody Walker";"Contract";"Unk";"IT/IS";"MA";"Laborer";"Male";"Hispanic";"Married";"Fully Meets";2;1;0
2562;"Angelique";"Cochran";"2021-04-12";"2023-03-06";"Benjamin Mcdonald";"Contract";"Retirement";"IT/IS";"MA";"Technician";"Male";"Other";"Married";"Fully Meets";4;1;1
2563;"Kenny";"Rojas";"2020-12-08";"";"Sean Gonzalez";"Contract";"Unk";"IT/IS";"MA";"Engineer";"Male";"Other";"Widowed";"Fully Meets";2;1;0
2564;"Deandre";"Oneal";"2019-10-31";"2020-03-01";"Brian Mueller";"Contract";"Voluntary";"Sales";"MA";"Flagger";"Male";"Hispanic";"Married";"Fully Meets";1;1;1
2565;"Adison";"Huerta";"2020-01-22";"";"Jeffrey Duran";"Contract";"Unk";"IT/IS";"MA";"Technician";"Female";"White";"Married";"Fully Meets";2;1;0
2566;"Elisabeth";"Bradley";"2022-09-20";"";"Erica Lawrence";"Full-Time";"Unk";"Software Engineering";"MA";"Coordinator";"Male";"Other";"Married";"Fully Meets";2;1;0
2567;"Sylvia";"Price";"2022-12-22";"2023-07-26";"Christy Cunningham";"Full-Time";"Voluntary";"IT/IS";"MA";"Foreman";"Male";"Black";"Widowed";"Fully Meets";5;1;1
2568;"Eden";"Choi";"2019-03-12";"";"Mr. David Booth";"Full-Time";"Unk";"IT/IS";"MA";"Lineman";"Male";"Asian";"Widowed";"Fully Meets";4;1;0
2569;"Emerson";"Grimes";"2021-10-07";"2021-12-31";"Mrs. Debra Flynn";"Full-Time";"Retirement";"IT/IS";"MA";"Laborer";"Male";"Black";"Single";"Fully Meets";2;1;1
2570;"Ayden";"Wu";"2019-06-16";"2023-05-21";"Tamara Adkins";"Contract";"Voluntary";"IT/IS";"MA";"Laborer";"Male";"Black";"Single";"Fully Meets";4;1;1
2571;"Hayley";"Keller";"2021-03-17";"2022-09-08";"Megan Hart";"Part-Time";"Retirement";"IT/IS";"MA";"Technician";"Female";"Asian";"Divorced";"Fully Meets";2;1;1
2572;"Alannah";"Rivas";"2022-08-07";"2023-04-26";"Stacy Lopez";"Contract";"Resignation";"IT/IS";"MA";"Technician";"Male";"Asian";"Widowed";"Fully Meets";4;1;1
2573;"Jessica";"Bunbury";"2020-01-17";"2023-02-28";"Keith Adams";"Contract";"Voluntary";"Sales";"VA";"Laborer";"Female";"Black";"Divorced";"Fully Meets";4;1;1
2574;"Giovanni";"Leruth";"2022-06-11";"2023-02-20";"Travis Davenport";"Full-Time";"Involuntary";"Sales";"UT";"Engineer";"Male";"Hispanic";"Widowed";"Fully Meets";2;1;1
2575;"Ricardo";"Gonzales";"2021-03-03";"2023-01-30";"Patricia Norris";"Contract";"Retirement";"Sales";"ID";"Splicer";"Male";"Other";"Widowed";"Fully Meets";4;1;1
2576;"Caitrin";"Strong";"2020-04-16";"2021-03-15";"Patrick Patterson";"Contract";"Resignation";"Sales";"MT";"Supervisor";"Female";"Asian";"Widowed";"Fully Meets";1;1;1
2577;"Jenna";"Dietrich";"2022-09-22";"2023-01-28";"Mrs. Stephanie Forbes";"Full-Time";"Voluntary";"Sales";"WA";"Lineman";"Female";"Other";"Married";"Fully Meets";2;1;1
2578;"Michelle";"Carter";"2023-05-30";"";"Jon Estes";"Part-Time";"Unk";"Sales";"VT";"Assistant";"Female";"Black";"Single";"Fully Meets";5;1;0
2579;"Jackie";"Valentin";"2021-01-14";"";"Julia Moss";"Full-Time";"Unk";"Sales";"AZ";"Administrative";"Female";"White";"Married";"Fully Meets";2;1;0
2580;"Alfred";"Digitale";"2020-04-29";"2021-10-20";"Nathan Kelly";"Full-Time";"Resignation";"Sales";"NH";"Administration";"Male";"White";"Single";"Fully Meets";2;1;1
2581;"Howard";"Mullaney";"2021-07-07";"";"Nina Scott";"Full-Time";"Unk";"Sales";"AL";"Laborer";"Male";"Other";"Divorced";"Fully Meets";1;1;0
2582;"Whitney";"Gill";"2020-07-28";"";"John Hunter";"Part-Time";"Unk";"Sales";"OH";"Laborer";"Female";"Hispanic";"Single";"Fully Meets";1;1;0
2583;"Gerry";"Friedman";"2020-09-16";"";"Raymond Fields";"Contract";"Unk";"Sales";"NY";"Project Manager";"Male";"Black";"Married";"Fully Meets";5;1;0
2584;"Noah";"Villanueva";"2023-04-23";"";"Samuel Reyes";"Part-Time";"Unk";"Sales";"ME";"Engineer";"Male";"White";"Single";"Fully Meets";4;1;0
2585;"Mike";"Guilianno";"2021-06-04";"";"Martha Stone";"Contract";"Unk";"Sales";"TN";"Laborer";"Male";"Asian";"Divorced";"Fully Meets";2;1;0
2586;"Travis";"Ozark";"2020-04-15";"";"Joshua Campbell";"Full-Time";"Unk";"Sales";"NC";"Laborer";"Male";"Asian";"Divorced";"Fully Meets";4;1;0
